state,year,population
Rhode Island,1916,598000
Pennsylvania,1916,8463000
Oregon,1916,756000
Oklahoma,1916,1907000
Ohio,1916,5366000
North Dakota,1916,652000
North Carolina,1916,2513000
New York,1916,9848000
New Mexico,1916,354000
New Jersey,1916,2918000
New Hampshire,1916,445000
Nevada,1916,82000
Nebraska,1916,1275000
Montana,1916,487000
Missouri,1916,3527000
Mississippi,1916,1823000
Minnesota,1916,2308000
Michigan,1916,3353000
Massachusetts,1916,3726000
Maryland,1916,1415000
Maine,1916,775000
Louisiana,1916,1799000
Kentucky,1916,2411000
Kansas,1916,1727000
Iowa,1916,2376000
Indiana,1916,2897000
Illinois,1916,6274000
Idaho,1916,405000
Georgia,1916,2856000
Florida,1916,924000
District of Columbia,1916,360000
Delaware,1916,219000
Connecticut,1916,1294000
Colorado,1916,892000
California,1916,3071000
Arkansas,1916,1719000
Arizona,1916,282000
Alabama,1916,2359000
Wyoming,1915,167000
Wisconsin,1915,2535000
West Virginia,1915,1387000
Washington,1915,1239000
Virginia,1915,2294000
Vermont,1915,360000
Utah,1915,430000
Texas,1915,4368000
Tennessee,1915,2294000
South Dakota,1915,585000
South Carolina,1915,1635000
Rhode Island,1915,597000
Pennsylvania,1915,8362000
Oregon,1915,745000
Oklahoma,1915,1860000
Ohio,1915,5251000
North Dakota,1915,641000
North Carolina,1915,2473000
New York,1915,9700000
New Mexico,1915,351000
New Jersey,1915,2850000
New Hampshire,1915,443000
Nevada,1915,82000
Nebraska,1915,1272000
Montana,1915,469000
Missouri,1915,3492000
Mississippi,1915,1826000
Minnesota,1915,2273000
Michigan,1915,3263000
Massachusetts,1915,3705000
Maryland,1915,1401000
Maine,1915,774000
Louisiana,1915,1755000
Kentucky,1915,2401000
Kansas,1915,1687000
Iowa,1915,2366000
Indiana,1915,2873000
Illinois,1915,6194000
Idaho,1915,394000
Georgia,1915,2810000
Florida,1915,922000
District of Columbia,1915,361000
Delaware,1915,217000
Connecticut,1915,1258000
Colorado,1915,868000
California,1915,3008000
Arkansas,1915,1702000
Arizona,1915,263000
Alabama,1915,2345000
Wyoming,1914,163000
Wisconsin,1914,2490000
West Virginia,1914,1362000
Washington,1914,1231000
Virginia,1914,2241000
Vermont,1914,362000
Utah,1914,422000
Texas,1914,4300000
Tennessee,1914,2289000
South Dakota,1914,581000
South Carolina,1914,1622000
Rhode Island,1914,589000
Pennsylvania,1914,8276000
Oregon,1914,736000
Oklahoma,1914,1824000
Ohio,1914,5109000
North Dakota,1914,620000
North Carolina,1914,2421000
New York,1914,9585000
New Mexico,1914,348000
New Jersey,1914,2789000
New Hampshire,1914,442000
Nevada,1914,83000
Nebraska,1914,1264000
Montana,1914,452000
Missouri,1914,3467000
Mississippi,1914,1832000
Minnesota,1914,2234000
Michigan,1914,3183000
Massachusetts,1914,3636000
Maryland,1914,1389000
Maine,1914,772000
Louisiana,1914,1740000
Kentucky,1914,2395000
Kansas,1914,1662000
Iowa,1914,2338000
Indiana,1914,2857000
Illinois,1914,6109000
Idaho,1914,384000
Georgia,1914,2776000
Florida,1914,871000
District of Columbia,1914,368000
Delaware,1914,216000
Connecticut,1914,1233000
Colorado,1914,846000
California,1914,2934000
Arkansas,1914,1688000
Arizona,1914,253000
Alabama,1914,2336000
Wyoming,1913,157000
Wisconsin,1913,2438000
West Virginia,1913,1317000
Washington,1913,1209000
Virginia,1913,2176000
Vermont,1913,361000
Utah,1913,410000
Texas,1913,4207000
Tennessee,1913,2257000
South Dakota,1913,584000
South Carolina,1913,1599000
Rhode Island,1913,578000
Pennsylvania,1913,8139000
Oregon,1913,722000
Oklahoma,1913,1777000
Ohio,1913,4997000
North Dakota,1913,609000
North Carolina,1913,2362000
New York,1913,9473000
New Mexico,1913,344000
New Jersey,1913,2729000
New Hampshire,1913,439000
Nevada,1913,82000
Nebraska,1913,1246000
Montana,1913,433000
Missouri,1913,3409000
Mississippi,1913,1827000
Minnesota,1913,2190000
Michigan,1913,3101000
Massachusetts,1913,3534000
Maryland,1913,1368000
Maine,1913,763000
Louisiana,1913,1727000
Kentucky,1913,2374000
Kansas,1913,1663000
Iowa,1913,2305000
Indiana,1913,2824000
Illinois,1913,5961000
Idaho,1913,371000
Georgia,1913,2733000
Florida,1913,828000
District of Columbia,1913,358000
Delaware,1913,213000
Connecticut,1913,1208000
Colorado,1913,835000
California,1913,2811000
Arkansas,1913,1664000
Arizona,1913,236000
Alabama,1913,2279000
Wyoming,1912,153000
Wisconsin,1912,2407000
West Virginia,1912,1291000
Washington,1912,1184000
Virginia,1912,2122000
Vermont,1912,359000
Utah,1912,399000
Texas,1912,4107000
Tennessee,1912,2218000
South Dakota,1912,592000
South Carolina,1912,1572000
Rhode Island,1912,567000
Pennsylvania,1912,7986000
Oregon,1912,706000
Oklahoma,1912,1737000
Ohio,1912,4893000
North Dakota,1912,603000
North Carolina,1912,2313000
New York,1912,9361000
New Mexico,1912,338000
New Jersey,1912,2670000
New Hampshire,1912,434000
Nevada,1912,81000
Nebraska,1912,1232000
Montana,1912,414000
Missouri,1912,3344000
Mississippi,1912,1817000
Minnesota,1912,2147000
Michigan,1912,2997000
Massachusetts,1912,3440000
Maryland,1912,1345000
Maine,1912,753000
Louisiana,1912,1709000
Kentucky,1912,2347000
Kansas,1912,1671000
Iowa,1912,2279000
Indiana,1912,2785000
Illinois,1912,5828000
Idaho,1912,359000
Georgia,1912,2676000
Florida,1912,801000
District of Columbia,1912,340000
Delaware,1912,209000
Connecticut,1912,1176000
Colorado,1912,832000
California,1912,2668000
Arkansas,1912,1636000
Arizona,1912,217000
Alabama,1912,2217000
Wyoming,1911,150000
Wisconsin,1911,2369000
West Virginia,1911,1266000
Washington,1911,1167000
Virginia,1911,2092000
Vermont,1911,358000
Utah,1911,387000
Texas,1911,4016000
Tennessee,1911,2197000
South Dakota,1911,602000
South Carolina,1911,1548000
Rhode Island,1911,556000
Pennsylvania,1911,7850000
Oregon,1911,692000
Oklahoma,1911,1714000
Ohio,1911,4821000
North Dakota,1911,584000
North Carolina,1911,2276000
New York,1911,9249000
New Mexico,1911,334000
New Jersey,1911,2610000
New Hampshire,1911,432000
Nevada,1911,81000
Nebraska,1911,1216000
Montana,1911,397000
Missouri,1911,3317000
Mississippi,1911,1810000
Minnesota,1911,2119000
Michigan,1911,2916000
Massachusetts,1911,3383000
Maryland,1911,1324000
Maine,1911,751000
Louisiana,1911,1695000
Kentucky,1911,2324000
Kansas,1911,1684000
Iowa,1911,2249000
Indiana,1911,2751000
Illinois,1911,5757000
Idaho,1911,343000
Georgia,1911,2644000
Florida,1911,773000
District of Columbia,1911,344000
Delaware,1911,207000
Connecticut,1911,1149000
Colorado,1911,821000
California,1911,2534000
Arkansas,1911,1610000
Arizona,1911,212000
Alabama,1911,2185000
Wyoming,1910,147000
Wisconsin,1910,2345000
West Virginia,1910,1231000
Washington,1910,1148000
Virginia,1910,2071000
Vermont,1910,357000
Utah,1910,377000
Texas,1910,3922000
Tennessee,1910,2191000
South Dakota,1910,590000
South Carolina,1910,1523000
Rhode Island,1910,545000
Pennsylvania,1910,7706000
Oregon,1910,677000
Oklahoma,1910,1671000
Ohio,1910,4786000
North Dakota,1910,580000
North Carolina,1910,2221000
New York,1910,9137000
New Mexico,1910,329000
New Jersey,1910,2550000
New Hampshire,1910,431000
Nevada,1910,82000
Nebraska,1910,1198000
Montana,1910,380000
Missouri,1910,3301000
Mississippi,1910,1802000
Minnesota,1910,2086000
Michigan,1910,2832000
Massachusetts,1910,3365000
Maryland,1910,1302000
Maine,1910,745000
Louisiana,1910,1667000
Kentucky,1910,2299000
Kansas,1910,1692000
Iowa,1910,2228000
Indiana,1910,2713000
Illinois,1910,5668000
Idaho,1910,329000
Georgia,1910,2618000
Florida,1910,756000
District of Columbia,1910,334000
Delaware,1910,203000
Connecticut,1910,1122000
Colorado,1910,804000
California,1910,2406000
Arkansas,1910,1583000
Arizona,1910,206000
Alabama,1910,2150000
Wyoming,1909,141000
Wisconsin,1909,2317000
West Virginia,1909,1203000
Washington,1909,1091000
Virginia,1909,2038000
Vermont,1909,356000
Utah,1909,363000
Texas,1909,3821000
Tennessee,1909,2177000
South Dakota,1909,553000
South Carolina,1909,1502000
Rhode Island,1909,532000
Pennsylvania,1909,7546000
Oregon,1909,643000
Oklahoma,1909,1585000
Ohio,1909,4701000
North Dakota,1909,555000
North Carolina,1909,2174000
New York,1909,8935000
New Mexico,1909,314000
New Jersey,1909,2487000
New Hampshire,1909,431000
Nevada,1909,78000
Nebraska,1909,1177000
Montana,1909,363000
Missouri,1909,3279000
Mississippi,1909,1777000
Minnesota,1909,2051000
Michigan,1909,2771000
Massachusetts,1909,3316000
Maryland,1909,1289000
Maine,1909,740000
Louisiana,1909,1634000
Kentucky,1909,2278000
Kansas,1909,1658000
Iowa,1909,2223000
Indiana,1909,2678000
Illinois,1909,5567000
Idaho,1909,311000
Georgia,1909,2580000
Florida,1909,724000
District of Columbia,1909,327000
Delaware,1909,201000
Connecticut,1909,1097000
Colorado,1909,775000
California,1909,2282000
Arkansas,1909,1545000
Arizona,1909,196000
Alabama,1909,2108000
Wyoming,1908,133000
Wisconsin,1908,2292000
West Virginia,1908,1174000
Washington,1908,1028000
Virginia,1908,1994000
Vermont,1908,354000
Utah,1908,351000
Texas,1908,3727000
Tennessee,1908,2164000
South Dakota,1908,527000
South Carolina,1908,1485000
Rhode Island,1908,519000
Pennsylvania,1908,7398000
Oregon,1908,610000
Oklahoma,1908,1498000
Ohio,1908,4677000
North Dakota,1908,528000
North Carolina,1908,2142000
New York,1908,8714000
New Mexico,1908,298000
New Jersey,1908,2403000
New Hampshire,1908,428000
Nevada,1908,73000
Nebraska,1908,1161000
Montana,1908,346000
Missouri,1908,3260000
Mississippi,1908,1753000
Minnesota,1908,2020000
Michigan,1908,2722000
Massachusetts,1908,3251000
Maryland,1908,1269000
Maine,1908,735000
Louisiana,1908,1607000
Kentucky,1908,2263000
Kansas,1908,1629000
Iowa,1908,2220000
Indiana,1908,2677000
Illinois,1908,5474000
Idaho,1908,291000
Georgia,1908,2543000
Florida,1908,684000
District of Columbia,1908,321000
Delaware,1908,199000
Connecticut,1908,1077000
Colorado,1908,757000
California,1908,2161000
Arkansas,1908,1513000
Arizona,1908,186000
Alabama,1908,2070000
Wyoming,1907,125000
Wisconsin,1907,2268000
West Virginia,1907,1149000
Washington,1907,967000
Virginia,1907,1952000
Vermont,1907,355000
Utah,1907,339000
Texas,1907,3636000
Tennessee,1907,2136000
South Dakota,1907,498000
South Carolina,1907,1468000
Rhode Island,1907,505000
Pennsylvania,1907,7253000
Oregon,1907,580000
Oklahoma,1907,1414000
Ohio,1907,4630000
North Dakota,1907,501000
North Carolina,1907,2105000
New York,1907,8499000
New Mexico,1907,283000
New Jersey,1907,2314000
New Hampshire,1907,423000
Nevada,1907,68000
Nebraska,1907,1149000
Montana,1907,332000
Missouri,1907,3242000
Mississippi,1907,1728000
Minnesota,1907,1995000
Michigan,1907,2693000
Massachusetts,1907,3183000
Maryland,1907,1257000
Maine,1907,731000
Louisiana,1907,1579000
Kentucky,1907,2249000
Kansas,1907,1612000
Iowa,1907,2217000
Indiana,1907,2679000
Illinois,1907,5384000
Idaho,1907,277000
Georgia,1907,2505000
Florida,1907,645000
District of Columbia,1907,317000
Delaware,1907,197000
Connecticut,1907,1057000
Colorado,1907,733000
California,1907,2054000
Arkansas,1907,1484000
Arizona,1907,176000
Alabama,1907,2058000
Wyoming,1906,118000
Wisconsin,1906,2250000
West Virginia,1906,1122000
Washington,1906,904000
Virginia,1906,1942000
Vermont,1906,355000
Utah,1906,327000
Texas,1906,3546000
Tennessee,1906,2136000
South Dakota,1906,477000
South Carolina,1906,1451000
Rhode Island,1906,492000
Pennsylvania,1906,7110000
Oregon,1906,555000
Oklahoma,1906,1349000
Ohio,1906,4587000
North Dakota,1906,474000
North Carolina,1906,2077000
New York,1906,8289000
New Mexico,1906,269000
New Jersey,1906,2239000
New Hampshire,1906,415000
Nevada,1906,64000
Nebraska,1906,1138000
Montana,1906,322000
Missouri,1906,3223000
Mississippi,1906,1703000
Minnesota,1906,1987000
Michigan,1906,2626000
Massachusetts,1906,3107000
Maryland,1906,1251000
Maine,1906,729000
Louisiana,1906,1551000
Kentucky,1906,2234000
Kansas,1906,1576000
Iowa,1906,2214000
Indiana,1906,2663000
Illinois,1906,5309000
Idaho,1906,262000
Georgia,1906,2466000
Florida,1906,628000
District of Columbia,1906,313000
Delaware,1906,196000
Connecticut,1906,1033000
Colorado,1906,707000
California,1906,1976000
Arkansas,1906,1465000
Arizona,1906,167000
Alabama,1906,2045000
Wyoming,1905,114000
Wisconsin,1905,2231000
West Virginia,1905,1094000
Washington,1905,842000
Virginia,1905,1917000
Vermont,1905,354000
Utah,1905,316000
Texas,1905,3459000
Tennessee,1905,2111000
South Dakota,1905,461000
South Carolina,1905,1433000
Rhode Island,1905,481000
Pennsylvania,1905,6970000
Oregon,1905,530000
Oklahoma,1905,1277000
Ohio,1905,4530000
North Dakota,1905,446000
North Carolina,1905,2051000
New York,1905,8084000
New Mexico,1905,255000
New Jersey,1905,2151000
New Hampshire,1905,423000
Nevada,1905,59000
Nebraska,1905,1129000
Montana,1905,305000
Missouri,1905,3204000
Mississippi,1905,1678000
Minnesota,1905,1981000
Michigan,1905,2579000
Massachusetts,1905,3018000
Maryland,1905,1237000
Maine,1905,723000
Louisiana,1905,1523000
Kentucky,1905,2220000
Kansas,1905,1555000
Iowa,1905,2211000
Indiana,1905,2635000
Illinois,1905,5241000
Idaho,1905,246000
Georgia,1905,2427000
Florida,1905,615000
District of Columbia,1905,308000
Delaware,1905,194000
Connecticut,1905,1010000
Colorado,1905,680000
California,1905,1893000
Arkansas,1905,1447000
Arizona,1905,158000
Alabama,1905,2012000
Wyoming,1904,111000
Wisconsin,1904,2202000
West Virginia,1904,1064000
Washington,1904,782000
Virginia,1904,1889000
Vermont,1904,353000
Utah,1904,308000
Texas,1904,3374000
Tennessee,1904,2086000
South Dakota,1904,452000
South Carolina,1904,1415000
Rhode Island,1904,471000
Pennsylvania,1904,6833000
Oregon,1904,504000
Oklahoma,1904,1200000
Ohio,1904,4458000
North Dakota,1904,421000
North Carolina,1904,2017000
New York,1904,7927000
New Mexico,1904,242000
New Jersey,1904,2050000
New Hampshire,1904,407000
Nevada,1904,56000
Nebraska,1904,1119000
Montana,1904,293000
Missouri,1904,3185000
Mississippi,1904,1653000
Minnesota,1904,1945000
Michigan,1904,2534000
Massachusetts,1904,2969000
Maryland,1904,1217000
Maine,1904,719000
Louisiana,1904,1495000
Kentucky,1904,2205000
Kansas,1904,1527000
Iowa,1904,2212000
Indiana,1904,2614000
Illinois,1904,5161000
Idaho,1904,229000
Georgia,1904,2387000
Florida,1904,599000
District of Columbia,1904,302000
Delaware,1904,192000
Connecticut,1904,987000
Colorado,1904,659000
California,1904,1792000
Arkansas,1904,1419000
Arizona,1904,151000
Alabama,1904,1978000
Wyoming,1903,108000
Wisconsin,1903,2171000
West Virginia,1903,1037000
Washington,1903,719000
Virginia,1903,1890000
Vermont,1903,350000
Utah,1903,299000
Texas,1903,3291000
Tennessee,1903,2082000
South Dakota,1903,437000
South Carolina,1903,1397000
Rhode Island,1903,460000
Pennsylvania,1903,6699000
Oregon,1903,479000
Oklahoma,1903,1118000
Ohio,1903,4386000
North Dakota,1903,396000
North Carolina,1903,1986000
New York,1903,7771000
New Mexico,1903,229000
New Jersey,1903,1969000
New Hampshire,1903,394000
Nevada,1903,52000
Nebraska,1903,1104000
Montana,1903,282000
Missouri,1903,3166000
Mississippi,1903,1628000
Minnesota,1903,1901000
Michigan,1903,2505000
Massachusetts,1903,2924000
Maryland,1903,1209000
Maine,1903,709000
Louisiana,1903,1467000
Kentucky,1903,2191000
Kansas,1903,1498000
Iowa,1903,2217000
Indiana,1903,2594000
Illinois,1903,5071000
Idaho,1903,216000
Georgia,1903,2346000
Florida,1903,587000
District of Columbia,1903,295000
Delaware,1903,190000
Connecticut,1903,972000
Colorado,1903,652000
California,1903,1702000
Arkansas,1903,1384000
Arizona,1903,144000
Alabama,1903,1957000
Wyoming,1902,105000
Wisconsin,1902,2141000
West Virginia,1902,1000000
Washington,1902,651000
Virginia,1902,1894000
Vermont,1902,349000
Utah,1902,292000
Texas,1902,3210000
Tennessee,1902,2060000
South Dakota,1902,431000
South Carolina,1902,1379000
Rhode Island,1902,450000
Pennsylvania,1902,6567000
Oregon,1902,454000
Oklahoma,1902,1027000
Ohio,1902,4322000
North Dakota,1902,371000
North Carolina,1902,1956000
New York,1902,7612000
New Mexico,1902,218000
New Jersey,1902,1917000
New Hampshire,1902,409000
Nevada,1902,49000
Nebraska,1902,1089000
Montana,1902,270000
Missouri,1902,3147000
Mississippi,1902,1603000
Minnesota,1902,1862000
Michigan,1902,2477000
Massachusetts,1902,2856000
Maryland,1902,1210000
Maine,1902,703000
Louisiana,1902,1440000
Kentucky,1902,2177000
Kansas,1902,1505000
Iowa,1902,2222000
Indiana,1902,2567000
Illinois,1902,4992000
Idaho,1902,199000
Georgia,1902,2305000
Florida,1902,565000
District of Columbia,1902,290000
Delaware,1902,188000
Connecticut,1902,952000
Colorado,1902,621000
California,1902,1623000
Arkansas,1902,1360000
Arizona,1902,138000
Alabama,1902,1935000
Wyoming,1901,100000
Wisconsin,1901,2109000
West Virginia,1901,972000
Washington,1901,583000
Virginia,1901,1887000
Vermont,1901,347000
Utah,1901,284000
Texas,1901,3132000
Tennessee,1901,2041000
South Dakota,1901,418000
South Carolina,1901,1361000
Rhode Island,1901,441000
Pennsylvania,1901,6439000
Oregon,1901,434000
Oklahoma,1901,916000
Ohio,1901,4216000
North Dakota,1901,346000
North Carolina,1901,1926000
New York,1901,7449000
New Mexico,1901,206000
New Jersey,1901,1889000
New Hampshire,1901,412000
Nevada,1901,45000
Nebraska,1901,1078000
Montana,1901,261000
Missouri,1901,3128000
Mississippi,1901,1578000
Minnesota,1901,1805000
Michigan,1901,2450000
Massachusetts,1901,2794000
Maryland,1901,1200000
Maine,1901,699000
Louisiana,1901,1412000
Kentucky,1901,2162000
Kansas,1901,1490000
Iowa,1901,2227000
Indiana,1901,2541000
Illinois,1901,4914000
Idaho,1901,176000
Georgia,1901,2263000
Florida,1901,544000
District of Columbia,1901,285000
Delaware,1901,187000
Connecticut,1901,931000
Colorado,1901,581000
California,1901,1550000
Arkansas,1901,1341000
Arizona,1901,131000
Alabama,1901,1907000
Wyoming,1900,93000
Wisconsin,1900,2072000
West Virginia,1900,959000
Washington,1900,523000
Virginia,1900,1858000
Vermont,1900,344000
Utah,1900,277000
Texas,1900,3055000
Tennessee,1900,2023000
South Dakota,1900,403000
South Carolina,1900,1342000
Rhode Island,1900,430000
Pennsylvania,1900,6313000
Oregon,1900,415000
Oklahoma,1900,800000
Ohio,1900,4161000
North Dakota,1900,321000
North Carolina,1900,1897000
New York,1900,7283000
New Mexico,1900,196000
New Jersey,1900,1884000
New Hampshire,1900,412000
Nevada,1900,43000
Nebraska,1900,1067000
Montana,1900,245000
Missouri,1900,3108000
Mississippi,1900,1553000
Minnesota,1900,1754000
Michigan,1900,2423000
Massachusetts,1900,2788000
Maryland,1900,1189000
Maine,1900,695000
Louisiana,1900,1384000
Kentucky,1900,2148000
Kansas,1900,1473000
Iowa,1900,2231000
Indiana,1900,2518000
Illinois,1900,4828000
Idaho,1900,163000
Georgia,1900,2220000
Florida,1900,530000
District of Columbia,1900,278000
Delaware,1900,185000
Connecticut,1900,910000
Colorado,1900,543000
California,1900,1490000
Arkansas,1900,1314000
Arizona,1900,124000
Alabama,1900,1830000
